-15.94,-14.85,-13.91,-11.77,-10.47,NaN,-8.04,-6.94,NaN,-4.69,NaN,-3.1,-1.72,-1.09,0.149999999999999,NaN,2.78,4.22,NaN,NaN,7.36,8.41,9.71,10.73,11.85,13,14.85
-15.94,NaN,-13.48,NaN,-10.68,-9.16,NaN,-7.05,-5.56,-4.81,-3.82,-2.9,NaN,-1.3,0.0799999999999983,NaN,NaN,4.02,NaN,NaN,7.43,8.41,9.59,10.43,12.01,12.96,14.77
-15.94,-14.85,-13.61,NaN,-10.54,NaN,NaN,-6.96,-5.49,NaN,-3.76,NaN,NaN,-1.32,0.25,NaN,3.24,4.09,5.66,NaN,7.34,8.16,9.53,10.61,11.81,NaN,14.76
NaN,NaN,-13.83,-11.4,-10.79,-9.35,NaN,-6.99,NaN,-4.76,-4.01,-3.23,-1.64,NaN,0.41,1.71,NaN,4.22,5.62,NaN,7.33,8.28,9.4,10.82,11.48,13.31,14.85
-15.94,-14.85,-13.81,-11.84,-10.83,-9.57,NaN,-6.99,-5.41,NaN,-3.98,-2.87,-1.75,-1.03,-0.00999999999999801,NaN,NaN,3.92,5.65,NaN,7.46,8.3,9.73,10.32,NaN,NaN,14.93
-15.94,-14.85,-13.81,-11.77,-10.66,-9.6,NaN,-7.05,-5.64,-4.4,NaN,NaN,-2.16,-1.14,0.23,NaN,3.33,4.24,5.71,NaN,NaN,8.05,NaN,10.03,11.9,13.14,14.91
NaN,-14.85,-13.7,-12.03,-10.78,-9.84,NaN,-7.34,NaN,-4.55,NaN,-2.84,NaN,-0.93,0.140000000000001,NaN,3.2,4.21,5.67,NaN,NaN,8.23,9.98,10.98,11.72,13.34,14.87
-15.94,-14.85,-13.86,-11.89,-10.65,NaN,NaN,-7.25,-5.44,-4.64,NaN,-3.3,NaN,-1.01,0.239999999999998,NaN,3.04,4.09,5.75,NaN,7.53,8.26,9.66,NaN,11.51,13.23,NaN
-15.94,NaN,NaN,-12.01,-10.78,-9.57,NaN,-7.33,-5.46,-4.73,NaN,NaN,-2.09,-1.23,0.23,NaN,3.19,4.21,5.18,NaN,7.56,8.27,9.67,10.85,NaN,13.2,14.88
-15.94,-14.85,-13.91,-11.8,-10.92,NaN,NaN,-7.09,-5.46,-4.77,NaN,-2.94,-2.17,-1.04,0.399999999999999,NaN,NaN,4.04,NaN,NaN,7.22,8.21,9.6,10.47,NaN,NaN,14.85
