-13.01,-12.24,NaN,-8.86,-6.91,-5.77,-4.19,-3.01,-1.85,-0.23,1.27,2.91,4,5.09,NaN,8.06,9.41,10.49,11.54,14.15
NaN,-12.42,-10.62,NaN,-6.54,-5.41,-4.22,-2.99,-1.48,0.129999999999999,1.31,2.98,3.84,4.8,6.72,NaN,9.23,10.83,11.95,13.92
-12.77,NaN,-10.62,-8.41,-7,-5.9,NaN,-2.86,-1.94,0.190000000000001,NaN,NaN,3.78,4.68,6.59,8.34,9.25,11.21,NaN,13.92
NaN,-12.03,-10.22,NaN,-6.77,-5.78,-4.41,-2.96,-1.67,0.109999999999999,NaN,2.95,3.93,4.77,6.95,NaN,9.49,10.69,11.81,13.92
-13.02,-12.24,-10.49,-8.44,-6.58,-5.42,-4.14,NaN,-1.75,0.129999999999999,1.87,NaN,3.84,4.96,6.73,NaN,9.21,10.7,11.92,14.03
-12.96,NaN,-10.59,NaN,-6.73,-5.62,NaN,-3.21,-1.86,0.0700000000000003,1.51,NaN,3.82,5.19,6.87,8.01,9.3,10.92,NaN,13.92
-12.92,-12.28,-10.6,NaN,NaN,-5.79,-4.73,NaN,-1.66,0.140000000000001,1.51,3.19,NaN,5.24,6.91,7.86,9.37,10.7,NaN,NaN
-12.92,-12.23,-10.5,NaN,-6.69,-5.87,-3.9,-2.71,-1.91,0.129999999999999,1.81,3,3.89,5.05,6.65,NaN,9.3,10.69,11.83,13.96
NaN,-12.24,-10.27,NaN,-6.71,-5.74,NaN,NaN,-1.91,0.129999999999999,1.7,NaN,3.84,5.33,6.81,NaN,NaN,NaN,11.47,14.08
-12.87,NaN,NaN,NaN,NaN,-5.91,NaN,-2.98,-1.83,0.0799999999999983,1.58,2.91,NaN,5.21,6.66,8.24,9.4,11.01,11.81,14.03
-12.95,NaN,-10.76,NaN,-6.91,-5.93,-4.81,-3.01,-1.84,0.0700000000000003,1.79,3.04,3.98,5.26,7.04,8.37,NaN,10.89,NaN,14.15
NaN,-12.43,NaN,-8.64,-7.21,-5.9,NaN,-2.48,NaN,0.129999999999999,1.78,2.78,3.92,4.7,6.99,8.31,9.19,10.65,12.01,13.92
-13.04,-12.08,-10.65,-8.63,-6.67,-5.73,NaN,-2.66,-1.8,0.0599999999999987,NaN,2.73,3.85,5.15,6.88,8.33,9.17,10.91,NaN,13.99
-12.86,NaN,-10.42,-7.99,-6.53,-5.94,-4.72,-2.67,-1.85,-0.0599999999999987,1.77,2.89,NaN,5.06,6.85,8.21,9.37,10.69,11.76,14.15
-12.79,NaN,-10.41,NaN,-6.88,-6.03,-4.3,-2.58,-1.87,0.140000000000001,1.68,2.86,NaN,5.09,6.6,NaN,9.35,11.06,11.84,13.92
-13.03,-12.24,-10.7,NaN,-7.1,-5.71,NaN,-2.98,NaN,0.0899999999999999,1.31,3.1,3.94,4.85,6.64,NaN,9.21,10.81,11.89,13.92
-13.01,-12.09,-10.6,NaN,-6.95,-5.86,NaN,-3.05,-1.88,0.149999999999999,1.61,3.01,NaN,5.2,6.72,NaN,NaN,10.69,11.67,14.03
NaN,-12.42,-10.55,NaN,-6.49,-5.76,-4.55,NaN,-1.84,0.140000000000001,1.51,3.03,3.92,5,6.67,NaN,NaN,10.47,11.38,14.15
-12.99,-12.03,-10.18,NaN,-6.97,-5.78,NaN,-3.01,-1.87,0.0899999999999999,1.79,3.14,NaN,5.16,6.71,NaN,9.5,10.82,NaN,14.15
-12.64,NaN,-10.59,NaN,-6.88,-5.62,-4.17,-3.02,-1.91,0.0999999999999979,NaN,2.98,3.87,4.71,7.14,NaN,9.56,10.74,11.91,14.15
NaN,-12.23,-10.66,NaN,-6.82,-5.85,-4.41,-3.13,-1.98,0.0700000000000003,1.75,NaN,3.93,5.25,6.85,8.28,9.15,10.73,11.91,NaN
-13.03,NaN,-10.58,-8.85,-6.62,-5.7,NaN,NaN,-1.92,0.0899999999999999,1.8,3.08,NaN,4.9,6.81,8,9.4,10.78,11.63,14.15
-12.78,NaN,-10.67,-8.55,-6.69,-5.78,-4.24,NaN,-1.75,0.27,1.72,3,3.93,5.1,NaN,8,9.39,10.94,NaN,14.08
-13,-12.19,-10.44,NaN,-6.57,-5.88,-4.69,NaN,-1.87,0.149999999999999,1.91,2.83,NaN,4.57,6.73,8.19,9.37,10.5,11.69,14.03
-12.75,-12.03,-10.7,NaN,-6.58,-5.84,NaN,-3.05,-1.9,0.0999999999999979,NaN,3.23,NaN,4.73,6.58,NaN,NaN,10.98,11.53,14.15
NaN,-12.36,-10.76,NaN,-6.53,-5.66,-4.29,-3.08,-1.91,0.0599999999999987,1.28,3.06,3.88,5.25,6.79,8.03,9.22,10.84,NaN,14.15
-12.69,NaN,-10.64,-8.5,NaN,-5.73,-4.18,-2.83,-1.9,-0.0500000000000007,NaN,2.87,NaN,4.97,6.82,7.9,9.48,11.1,11.93,14.15
-12.94,-12.24,NaN,-8.12,-6.7,-5.88,NaN,-2.83,NaN,0.149999999999999,1.29,3.18,3.91,4.97,6.61,NaN,9.19,10.76,NaN,NaN
-12.78,NaN,-10.2,NaN,-6.91,NaN,-4.39,-2.93,-1.91,0.109999999999999,1.68,3,3.93,5.17,6.99,NaN,9.32,10.59,11.66,14.15
